UniProt_ID,Protein_Name,Gene_Names,Organism,Source_DB,LLPSDB_designed,LLPS_mode,evidence_in_vitro,evidence_in_vivo,role,MLO_Types,is_membrane,TMD_count,TMD_class,Length
Q9UIS9,Methyl-CpG-binding domain protein 1,MBD1 CXXC3 PCM1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Heterochromatin,False,0,none,605.0
Q9UJU2,Lymphoid enhancer-binding factor 1,LEF1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Destruction complex condensate; Transcriptional condensate,False,0,none,399.0
Q9UJW0,Dynactin subunit 4,DCTN4,Homo sapiens,PhasePDB,False,both,False,False,driver,Inclusion body; p62 cluster; Stress granule,False,0,none,460.0
Q9UJY1,Heat shock protein beta-8,HSPB8 CRYAC E2IG1 HSP22,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,196.0
Q9UKV8,Protein argonaute-2,AGO2 EIF2C2,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,miRISC; P-body; Stress granule,False,0,none,859.0
Q9UMQ5,,N-myc,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,Transcriptional condensate,False,0,none,
Q9UMX0,Ubiquilin-1,UBQLN1 DA41 PLIC1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,UBQLN puncta,False,0,none,589.0
Q9UN81,LINE-1 retrotransposable element ORF1 protein,L1RE1 LRE1,Homo sapiens,PhasePDB,False,autonomous,False,True,driver,P-body; Stress granule,False,0,none,338.0
Q9UN86,Ras GTPase-activating protein-binding protein 2,G3BP2 KIAA0660,Homo sapiens,PhasePDB,False,unclear,False,False,driver,P-body; Stress granule,False,0,none,482.0
Q9UNE7,E3 ubiquitin-protein ligase CHIP,STUB1 CHIP,Homo sapiens,PhasePDB,False,autonomous,False,False,both,,False,0,none,303.0
Q9UNQ2,Dimethyladenosine transferase,DIMT1 DIMT1L,Homo sapiens,PhasePDB,False,unclear,False,False,driver,Nucleolus,False,0,none,313.0
Q9UPQ9,Trinucleotide repeat-containing gene 6B protein,TNRC6B KIAA1093,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,miRISC; P-body,False,0,none,1833.0
Q9UPU9,Protein Smaug homolog 1,SAMD4A KIAA1053 SAMD4 SMAUG1,Homo sapiens,PhasePDB,False,both,True,False,driver,P-body; Stress granule,False,0,none,718.0
Q9UPY8,Microtubule-associated protein RP/EB family member 3,MAPRE3,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,281.0
Q9UQ35,Serine/arginine repetitive matrix protein 2,SRRM2 KIAA0324 SRL300 SRM300,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nuclear speckle,False,0,none,2752.0
Q9UQB8,BAR/IMD domain-containing adapter protein 2,BAIAP2,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Postsynaptic density,False,0,none,552.0
Q9Y232,Chromodomain Y-like protein,CDYL CDYL1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,598.0
Q9Y255,"PRELI domain-containing protein 1, mitochondrial",PRELID1 PRELI,Homo sapiens,PhasePDB,False,both,False,True,both,,False,0,none,219.0
Q9Y272,Dexamethasone-induced Ras-related protein 1,RASD1 AGS1 DEXRAS1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,281.0
Q9Y2J0,Rabphilin-3A,RPH3A KIAA0985,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,694.0
Q9Y2K7,Lysine-specific demethylase 2A,KDM2A CXXC8 FBL11 FBL7 FBXL11 JHDM1A KIAA1004,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,,False,0,none,1162.0
Q9Y2X0,Mediator of RNA polymerase II transcription subunit 16,MED16 DRIP92 THRAP5,Homo sapiens,PhasePDB,False,both,False,False,driver,Mediator condensate,False,0,none,877.0
Q9Y3I0,RNA-splicing ligase RtcB homolog,RTCB C22orf28,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Stress granule,False,0,none,505.0
Q9Y490,Talin-1,TLN1 KIAA1027 TLN,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,2541.0
Q9Y4G6,Talin-2,TLN2 KIAA0320,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,,False,0,none,2542.0
Q9Y4K3,TNF receptor-associated factor 6,TRAF6 RNF85,Homo sapiens,PhasePDB,False,autonomous,True,False,both,,False,0,none,522.0
Q9Y572,Receptor-interacting serine/threonine-protein kinase 3,RIPK3 RIP3,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Necrosome,False,0,none,518.0
Q9Y5A9,YTH domain-containing family protein 2,YTHDF2 HGRG8,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,P-body; Stress granule,False,0,none,579.0
Q9Y5K6,CD2-associated protein,CD2AP,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,639.0
Q9Y657,Spindlin-1,SPIN1 OCR SPIN,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,262.0
Q9Y6K9,NF-kappa-B essential modulator,IKBKG FIP3 NEMO,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,419.0
Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2 IMP2 VICKZ2,Homo sapiens,PhasePDB,False,unclear,False,False,driver,Stress granule,False,0,none,599.0
Q9Y6N9,Harmonin,USH1C AIE75,Homo sapiens,PhasePDB,False,partner_dependent,True,True,driver,Receptor cluster,False,0,none,552.0
Q9Y6Q9,Nuclear receptor coactivator 3,NCOA3 AIB1 BHLHE42 RAC3 TRAM1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,1424.0
